yr_built,bridge_condition,avg_daily_traffic,lat,long,county,carries,total_improve_cost_thousands,inspection_mo,inspection_yr,owner,responsibility,vehicles
1996,Good,36794,39.15166855,-76.64499664,Anne Arundel County,MD 100 WBR,NA,01,17,State Highway Agency,State Highway Agency,36794 vehicles
1996,Good,75406,39.1525277777778,-76.64323888888889,Anne Arundel County,MD 100 EBR,NA,01,17,State Highway Agency,State Highway Agency,75406 vehicles
1996,Good,75406,39.1528194444444,-76.64305277777778,Anne Arundel County,MD 100 WBR,NA,01,17,State Highway Agency,State Highway Agency,75406 vehicles
1996,Good,43587,39.15333176,-76.64833069,Anne Arundel County,MD 100 RAMP 2,NA,11,16,State Highway Agency,State Highway Agency,43587 vehicles
1996,Good,43587,39.15499878,-76.64499664,Anne Arundel County,IS 97 RAMP A,NA,06,15,State Highway Agency,State Highway Agency,43587 vehicles
1996,Good,43587,39.15166855,-76.64499664,Anne Arundel County,IS 97 RMP C&Z(3&5),NA,02,15,State Highway Agency,State Highway Agency,43587 vehicles
1991,Fair,31071,38.9712833333333,-76.53790555555555,Anne Arundel County,MD 665 EB,NA,06,16,State Highway Agency,State Highway Agency,31071 vehicles
1991,Fair,28680,38.9714555555556,-76.537125,Anne Arundel County,MD 665 WB,NA,06,16,State Highway Agency,State Highway Agency,28680 vehicles
1991,Fair,3682,39.02666855,-76.44999695,Anne Arundel County,MD 179-CP ST CL RD,NA,03,15,State Highway Agency,State Highway Agency,3682 vehicles
1991,Fair,14550,39.03833389,-76.47833252,Anne Arundel County,BAY DALE DRIVE,NA,12,16,State Highway Agency,State Highway Agency,14550 vehicles
1992,Good,3941,39.0752805555556,-76.66174722222222,Anne Arundel County,GAMBRILLS ROAD,NA,01,17,State Highway Agency,State Highway Agency,3941 vehicles
1991,Good,10271,39.0802722222222,-76.67826944444444,Anne Arundel County,MD 32AA,NA,09,16,State Highway Agency,State Highway Agency,10271 vehicles
1992,Good,42672,39.096525,-76.68937222222222,Anne Arundel County,MD 32,NA,03,15,State Highway Agency,State Highway Agency,42672 vehicles
1993,Good,43672,39.1004444444444,-76.69430833333334,Anne Arundel County,MD 32 EBR,NA,03,16,State Highway Agency,State Highway Agency,43672 vehicles
1993,Good,43672,39.1004611111111,-76.69381111111112,Anne Arundel County,MD 32 WBR,NA,03,16,State Highway Agency,State Highway Agency,43672 vehicles
1991,Good,43672,39.1015222222222,-76.70183888888889,Anne Arundel County,MD 32 EBR,NA,04,15,State Highway Agency,State Highway Agency,43672 vehicles
1991,Good,43672,39.1018416666667,-76.70088055555556,Anne Arundel County,MD 32 WBR,NA,04,15,State Highway Agency,State Highway Agency,43672 vehicles
1992,Good,43672,39.1000916666667,-76.70736944444444,Anne Arundel County,MD 32 EBR,NA,11,16,State Highway Agency,State Highway Agency,43672 vehicles
1992,Good,43672,39.1004277777778,-76.70717777777777,Anne Arundel County,MD 32 WBR,NA,11,16,State Highway Agency,State Highway Agency,43672 vehicles
1970,Fair,8631,39.1945972222222,-76.65542222222223,Anne Arundel County,MD 762,NA,05,15,State Highway Agency,State Highway Agency,8631 vehicles
1989,Good,50192,39.0919805555556,-76.71725833333333,Anne Arundel County,MD 32 EBR,465,03,16,State Highway Agency,State Highway Agency,50192 vehicles
1989,Good,50192,39.09245,-76.71719722222223,Anne Arundel County,MD 32 WBR,465,03,16,State Highway Agency,State Highway Agency,50192 vehicles
1991,Good,1440,39.1096611111111,-76.77575555555556,Anne Arundel County,MD32 & MD295 RMPS,NA,05,15,State Highway Agency,State Highway Agency,1440 vehicles
1990,Good,51740,39.0884,-76.72197777777778,Anne Arundel County,PEPPER ROAD,NA,09,16,State Highway Agency,State Highway Agency,51740 vehicles
1990,Fair,50192,39.0880944444444,-76.73841388888889,Anne Arundel County,MD 32,NA,06,16,State Highway Agency,State Highway Agency,50192 vehicles
1990,Good,22241,39.0912472222222,-76.7570361111111,Anne Arundel County,MD 198 (MAPES RD),NA,05,16,State Highway Agency,State Highway Agency,22241 vehicles
1992,Fair,65902,39.11500168,-76.77833557,Anne Arundel County,MD 32 EBR,476,10,15,State Highway Agency,State Highway Agency,65902 vehicles
1992,Fair,65902,39.11500168,-76.77833557,Anne Arundel County,MD 32 WBR,455,10,15,State Highway Agency,State Highway Agency,65902 vehicles
1949,Fair,2892,39.2178111111111,-76.663725,Anne Arundel County,HAMMONDS FERRY RD,NA,03,16,State Highway Agency,State Highway Agency,2892 vehicles
1949,Fair,9020,39.2127027777778,-76.67817222222222,Anne Arundel County,WEST NURSERY ROAD,NA,03,15,State Highway Agency,State Highway Agency,9020 vehicles
1950,Good,1100,39.1979972222222,-76.70265277777777,Anne Arundel County,RIDGE ROAD,NA,03,15,State Highway Agency,State Highway Agency,1100 vehicles
1949,Fair,13660,39.1976055555556,-76.7026,Anne Arundel County,MD 168,NA,03,17,State Highway Agency,State Highway Agency,13660 vehicles
1993,Good,8412,38.8099083333333,-76.70383888888888,Anne Arundel County,MD 408,NA,03,16,State Highway Agency,State Highway Agency,8412 vehicles
1990,Good,7530,39.2050277777778,-76.6906,Anne Arundel County,WINTERSON ROAD,NA,10,15,State Highway Agency,State Highway Agency,7530 vehicles
2001,Good,10499,39.16333389,-76.73833466,Anne Arundel County,ARUNDEL MILLS BLVD,NA,06,15,State Highway Agency,State Highway Agency,10499 vehicles
1990,Fair,6220,39.15995,-76.64292222222223,Anne Arundel County,STEWART AVENUE,NA,07,16,State Highway Agency,State Highway Agency,6220 vehicles
1971,Fair,55701,39.073825,-76.54233333333333,Anne Arundel County,MD 2,NA,04,16,State Highway Agency,State Highway Agency,55701 vehicles
1995,Good,5222,39.20666504,-76.625,Anne Arundel County,IS 895A RAMP 2,NA,06,16,State Highway Agency,State Highway Agency,5222 vehicles
2005,Good,42132,39.11666489,-76.80000305,Anne Arundel County,GV714 (MD 32),NA,09,15,State Highway Agency,State Highway Agency,42132 vehicles
2002,Good,24452,39.0919944444444,-76.76878888888889,Anne Arundel County,MD 198,NA,07,16,State Highway Agency,State Highway Agency,24452 vehicles
2005,Good,700,39.19166565,-76.69999695,Anne Arundel County,MD 758,NA,04,16,State Highway Agency,State Highway Agency,700 vehicles
2001,Good,21181,39.12166595,-76.78833008,Anne Arundel County,SAMFORD ROAD,NA,11,15,State Highway Agency,State Highway Agency,21181 vehicles
1983,Fair,4400,38.98602676,-76.49169159,Anne Arundel County,DECATUR ROAD,119,06,15,Navy/Marines,Navy/Marines,4400 vehicles
2011,Good,4400,38.98539734,-76.48668671,Anne Arundel County,MCNAIR ROAD,149,06,15,Navy/Marines,Navy/Marines,4400 vehicles
2003,Good,487,38.95220184,-76.67578888,Anne Arundel County,GOVERNOR BRIDGE RD,427,11,16,County Highway Agency,County Highway Agency,487 vehicles
1964,Fair,2163,38.88359451,-76.66291809,Anne Arundel County,SANDS ROAD,4,11,16,County Highway Agency,County Highway Agency,2163 vehicles
1965,Fair,331,38.85285187,-76.66712952,Anne Arundel County,POLLING HOUSE ROAD,7,11,16,County Highway Agency,County Highway Agency,331 vehicles
1940,Fair,650,38.88736343,-76.64100647,Anne Arundel County,HARWOOD ROAD,5,05,16,County Highway Agency,County Highway Agency,650 vehicles
1994,Good,1265,38.90145874,-76.50749207,Anne Arundel County,TURKEY POINT ROAD,3,11,15,County Highway Agency,County Highway Agency,1265 vehicles
1974,Fair,1724,38.85468674,-76.68713379,Anne Arundel County,SANDS ROAD,19,12,15,County Highway Agency,County Highway Agency,1724 vehicles
1960,Fair,958,39.00161743,-76.61443329,Anne Arundel County,CHESTERFIELD ROAD,34,11,15,County Highway Agency,County Highway Agency,958 vehicles
1959,Fair,23120,38.95833206,-76.57499695,Anne Arundel County,RIVA ROAD,NA,11,15,County Highway Agency,County Highway Agency,23120 vehicles
1994,Fair,230,38.98028183,-76.6518631,Anne Arundel County,WOOD BRIDGE ROAD,NA,11,15,County Highway Agency,County Highway Agency,230 vehicles
1980,Fair,5355,38.99048996,-76.52588654,Anne Arundel County,ADMIRAL DRIVE,NA,11,15,County Highway Agency,County Highway Agency,5355 vehicles
2002,Fair,5765,38.99200439,-76.54906464,Anne Arundel County,MEDICAL PARKWAY,NA,11,15,County Highway Agency,County Highway Agency,5765 vehicles
1991,Fair,4308,39.1371194444444,-76.6125611111111,Anne Arundel County,HOSPITAL DRIVE,NA,03,16,County Highway Agency,County Highway Agency,4308 vehicles
1991,Good,4308,39.1370333333333,-76.61162222222222,Anne Arundel County,HOSPITAL DRIVE,NA,03,16,County Highway Agency,County Highway Agency,4308 vehicles
1991,Good,7417,39.1539027777778,-76.7033888888889,Anne Arundel County,HARMANS ROAD,NA,03,16,County Highway Agency,County Highway Agency,7417 vehicles
1978,Fair,21180,39.10969162,-76.54122162,Anne Arundel County,MAGOTHY BRIDGE RD,60,12,15,County Highway Agency,County Highway Agency,21180 vehicles
2001,Good,9470,39.11988068,-76.59040833,Anne Arundel County,JUMPERS HOLE ROAD,NA,05,16,County Highway Agency,County Highway Agency,9470 vehicles
2001,Good,9469,39.11837006,-76.59049225,Anne Arundel County,JUMPERS HOLE ROAD,NA,11,15,County Highway Agency,County Highway Agency,9469 vehicles
1980,Fair,1404,39.03414917,-76.45638275,Anne Arundel County,BROADNECK ROAD,NA,07,16,County Highway Agency,County Highway Agency,1404 vehicles
1975,Good,2984,39.1270083333333,-76.62403611111111,Anne Arundel County,SHETLANDS LANE,13,03,16,County Highway Agency,County Highway Agency,2984 vehicles
1985,Fair,6824,39.1340277777778,-76.62340555555555,Anne Arundel County,ELVATON ROAD,NA,03,16,County Highway Agency,County Highway Agency,6824 vehicles
1994,Good,4681,39.12065,-76.81193055555556,Anne Arundel County,BROCK BRIDGE ROAD,NA,08,16,County Highway Agency,County Highway Agency,4681 vehicles
1966,Fair,4770,39.058918,-76.73206329,Anne Arundel County,PATUXENT ROAD,67,06,16,County Highway Agency,County Highway Agency,4770 vehicles
1966,Fair,4308,39.02386475,-76.70170593,Anne Arundel County,CONWAY ROAD,48,01,16,County Highway Agency,County Highway Agency,4308 vehicles
2001,Good,6994,39.1084472222222,-76.65147222222222,Anne Arundel County,NEW CUT ROAD,NA,03,16,County Highway Agency,County Highway Agency,6994 vehicles
1991,Good,3135,39.13247299,-76.78005219,Anne Arundel County,BROCK BRIDGE ROAD,NA,08,16,County Highway Agency,County Highway Agency,3135 vehicles
1974,Fair,5180,39.12989044,-76.71763611,Anne Arundel County,DISNEY ROAD,17,03,16,County Highway Agency,County Highway Agency,5180 vehicles
1974,Fair,4550,39.11378098,-76.70641327,Anne Arundel County,JACOBS ROAD,16,03,16,County Highway Agency,County Highway Agency,4550 vehicles
1994,Good,289,39.08483505,-76.8260498,Anne Arundel County,RIVER BRIDGE WAY,NA,05,16,County Highway Agency,County Highway Agency,289 vehicles
1994,Good,1391,39.09453201,-76.69270325,Anne Arundel County,CROSSROADS DRIVE,NA,08,16,County Highway Agency,County Highway Agency,1391 vehicles
1984,Good,9654,39.12054825,-76.78213501,Anne Arundel County,GUILFORD ROAD,NA,08,16,County Highway Agency,County Highway Agency,9654 vehicles
1988,Fair,5000,39.10655594,-76.70999908,Anne Arundel County,TOWN CENTER BLVD.,67,08,16,County Highway Agency,County Highway Agency,5000 vehicles
2016,Good,5795,39.140275,-76.71240277777778,Anne Arundel County,HARMANS ROAD,NA,06,16,County Highway Agency,County Highway Agency,5795 vehicles
2002,Good,377,39.18276596,-76.72145081,Anne Arundel County,RACE ROAD,NA,12,15,County Highway Agency,County Highway Agency,377 vehicles
1982,Good,11702,39.17872238,-76.69635773,Anne Arundel County,STONEY RUN ROAD,15,06,16,County Highway Agency,County Highway Agency,11702 vehicles
1982,Good,11702,39.17816544,-76.69263458,Anne Arundel County,STONEY RUN ROAD,NA,04,16,County Highway Agency,County Highway Agency,11702 vehicles
1996,Fair,6245,39.1749649,-76.64083099,Anne Arundel County,CROMWELL PARK DR,NA,12,15,County Highway Agency,County Highway Agency,6245 vehicles
2006,Good,4048,39.17628479,-76.71914673,Anne Arundel County,DORSEY ROAD,NA,12,15,County Highway Agency,County Highway Agency,4048 vehicles
1972,Fair,6500,39.17706299,-76.62069702,Anne Arundel County,8TH AVENUE NW,NA,10,15,County Highway Agency,County Highway Agency,6500 vehicles
1987,Fair,100,39.17986298,-76.62579346,Anne Arundel County,BRIGHTON PLACE,NA,10,15,County Highway Agency,County Highway Agency,100 vehicles
1971,Fair,6500,39.17304611,-76.62827301,Anne Arundel County,8TH AVENUE NW,NA,10,15,County Highway Agency,County Highway Agency,6500 vehicles
1994,Fair,132,38.7682722222222,-76.65218888888889,Anne Arundel County,FISHERS STATION RD,NA,08,16,County Highway Agency,County Highway Agency,132 vehicles
1999,Good,339,38.80522537,-76.68995667,Anne Arundel County,SANDS ROAD,NA,11,16,County Highway Agency,County Highway Agency,339 vehicles
2016,Good,2944,38.8261527777778,-76.68921666666667,Anne Arundel County,SANDS ROAD,0,08,16,County Highway Agency,County Highway Agency,2944 vehicles
1960,Good,1908,38.84190369,-76.68740845,Anne Arundel County,SANDS ROAD,8,05,16,County Highway Agency,County Highway Agency,1908 vehicles
1960,Fair,181,38.74147415,-76.61122894,Anne Arundel County,WILSON ROAD,90,11,15,County Highway Agency,County Highway Agency,181 vehicles
1993,Good,650,38.76818466,-76.57598877,Anne Arundel County,FRANKLIN GIBSON RD,NA,11,15,County Highway Agency,County Highway Agency,650 vehicles
1998,Fair,222,38.79162979,-76.5708313,Anne Arundel County,FRANKLIN GIBSON RD,NA,11,15,County Highway Agency,County Highway Agency,222 vehicles
1998,Good,292,38.80415344,-76.57906342,Anne Arundel County,NUTWELL ROAD,NA,11,16,County Highway Agency,County Highway Agency,292 vehicles
1970,Fair,25772,38.97154999,-76.51029968,Anne Arundel County,SPA ROAD,11,03,16,City or Municipal Highway Agency,City or Municipal Highway Agency,25772 vehicles
1988,Good,14000,39.1168251,-76.77125549,Anne Arundel County,CONNECTOR ROAD,0,07,15,NA,NA,14000 vehicles
1988,Fair,14000,39.11855698,-76.7720871,Anne Arundel County,CONNECTOR ROAD,60,07,15,NA,NA,14000 vehicles
1977,Fair,11760,39.17982864,-76.67055511,Anne Arundel County,UPPER LEVEL ROADWA,18163,06,16,Other State Agencies,Other State Agencies,11760 vehicles
1991,Good,1104,39.18123245,-76.6713028,Anne Arundel County,FOURTH LEVEL ENTRA,NA,06,16,Other State Agencies,Other State Agencies,1104 vehicles
1991,Fair,221,39.18209839,-76.670784,Anne Arundel County,EMPLOYEE PARKING L,NA,06,16,Other State Agencies,Other State Agencies,221 vehicles
1996,Good,1105,39.1817627,-76.66998291,Anne Arundel County,FIFTH LEVEL EXIT R,1100,06,16,Other State Agencies,Other State Agencies,1105 vehicles
1995,Good,1105,39.18143845,-76.67111969,Anne Arundel County,THIRD LEVEL ENTRAN,NA,06,16,Other State Agencies,Other State Agencies,1105 vehicles
1995,Fair,14700,39.18429565,-76.67171478,Anne Arundel County,UPPER LEVEL ROADWA,NA,06,16,Other State Agencies,Other State Agencies,14700 vehicles
1992,Good,20000,39.18457031,-76.6740799,Anne Arundel County,AIRPORT EXIT ROAD,NA,06,16,Other State Agencies,Other State Agencies,20000 vehicles
1996,Good,23198,39.18093491,-76.66819,Anne Arundel County,UPPER LEVEL ROADWA,5280,06,16,Other State Agencies,Other State Agencies,23198 vehicles
2002,Fair,22093,39.18172836,-76.67253113,Anne Arundel County,UPPER LEVEL ROADWA,19,06,16,Other State Agencies,Other State Agencies,22093 vehicles
2002,Good,20000,39.18645096,-76.67932892,Anne Arundel County,I - 195 WB,NA,06,16,Other State Agencies,Other State Agencies,20000 vehicles
2002,Fair,10000,39.18778229,-76.67493439,Anne Arundel County,TERMINAL ROAD,NA,06,16,Other State Agencies,Other State Agencies,10000 vehicles
2003,Fair,5000,39.18799973,-76.67749786,Anne Arundel County,ENTRANCE/EXIT PLAZ,NA,06,16,Other State Agencies,Other State Agencies,5000 vehicles
2003,Fair,100,39.17461777,-76.7039032,Anne Arundel County,SECOND LEVEL ENTRA,NA,06,16,Other State Agencies,Other State Agencies,100 vehicles
2003,Good,100,39.17841721,-76.7009964,Anne Arundel County,SECOND LEVEL ENTRA,NA,06,16,Other State Agencies,Other State Agencies,100 vehicles
2006,Fair,13255,39.17952728,-76.67017365,Anne Arundel County,UPPER LEVEL ROADWA,3,06,16,Other State Agencies,Other State Agencies,13255 vehicles
1976,Good,22093,39.17950058,-76.66866302,Anne Arundel County,LOWER LEVEL ROADWA,NA,06,16,Other State Agencies,Other State Agencies,22093 vehicles
1957,Fair,10660,39.20666504,-76.625,Anne Arundel County,I-895 A NB RAMP,910,02,16,State Toll Authority,State Toll Authority,10660 vehicles
1957,Fair,7742,39.21333313,-76.625,Anne Arundel County,HAMMONDS LANE,NA,02,16,State Toll Authority,State Toll Authority,7742 vehicles
1957,Fair,27980,39.22499847,-76.625,Anne Arundel County,I-895 B NB,NA,10,15,State Toll Authority,State Toll Authority,27980 vehicles
1957,Fair,15100,39.22499847,-76.625,Anne Arundel County,I-895 B SB,NA,10,15,State Toll Authority,State Toll Authority,15100 vehicles
1957,Fair,15100,39.229425,-76.624336,Anne Arundel County,I-895 B,NA,10,15,State Toll Authority,State Toll Authority,15100 vehicles
1972,Fair,22175,39.20666504,-76.59999847,Anne Arundel County,I-695 IL,NA,12,15,State Toll Authority,State Toll Authority,22175 vehicles
1981,Good,22475,39.20629883,-76.59774017,Anne Arundel County,I-695 OL,NA,12,15,State Toll Authority,State Toll Authority,22475 vehicles
1972,Fair,16000,39.20666504,-76.59999847,Anne Arundel County,MD 695IL & OFF RMP,NA,11,15,State Toll Authority,State Toll Authority,16000 vehicles
1981,Fair,14200,39.20666504,-76.59999847,Anne Arundel County,I-695 OL,NA,11,15,State Toll Authority,State Toll Authority,14200 vehicles
1973,Fair,34350,38.98453522,-76.66011047,Anne Arundel County,US RTE 50 WB,22,05,15,State Toll Authority,State Toll Authority,34350 vehicles
1953,Fair,40000,39.07066727,-76.83019257,Anne Arundel County,BW PARKWAY,218,02,16,National Park Service,National Park Service,40000 vehicles
1953,Fair,40000,39.10758209,-76.78666687,Anne Arundel County,BW PARKWAY (NBL),105,02,16,National Park Service,National Park Service,40000 vehicles
1953,Fair,40000,39.10719299,-76.78752899,Anne Arundel County,BW PARKWAY (SBL),173,02,16,National Park Service,National Park Service,40000 vehicles
1991,Fair,39154,39.09644318,-76.80108643,Anne Arundel County,MD ROUTE 198 (EBL),0,02,16,National Park Service,National Park Service,39154 vehicles
1991,Fair,39150,39.09663773,-76.80233002,Anne Arundel County,MD ROUTE 198 (EBL),53,02,16,National Park Service,National Park Service,39150 vehicles
1991,Fair,44000,39.09661102,-76.80122375,Anne Arundel County,MD ROUTE 198 (WBL),90,02,16,National Park Service,National Park Service,44000 vehicles
1991,Good,44000,39.09680557,-76.80210876,Anne Arundel County,MD ROUTE 198 (WBL),0,02,16,National Park Service,National Park Service,44000 vehicles
1984,Good,1000,39.10169601,-76.74652863,Anne Arundel County,MAPES RD,2,07,15,Army,Army,1000 vehicles
